เลขที่ T/O,เลขที่ TR,หมายเลขอ้างอิง,PO Number,รหัสสินค้า,สินค้า,จำนวน,Sale Unit,จำนวน,Base Unit,คงเหลือ (Sale Unit),คงเหลือ (Base Unit),วันที่ต้องการให้ขน,เวลาต้องการให้ขน,วันที่ Completed,เวลา Completed,ความสำคัญ,Location Delivery Type,รหัสลูกค้า,ชื่อลูกค้า,รหัสสถานที่ขนต้นทางจริง,สถานที่ขนต้นทางจริง,รหัสสถานที่รับปลายทางจริง,สถานที่รับปลายทางจริง,TiHi,Pallet,Portion Pallet,สถานะ,เหตุผลที่ Rejected,สร้างโดย,วันที่สร้างเอกสาร,เวลาสร้างเอกสาร,Channel,Product List,วันที่ลูกค้าต้องการ,เวลาลูกค้าต้องการ,วันที่ Sale ยืนยัน,เวลา Sale ยืนยัน,หมายเหตุ Plan,ประเภทรถ,Batch,ทะเบียนรถ,พนักงานขับรถ,Engineering Change,PO_Type
TO2505140132,OS-SAP001-2505132781,5417258367,79960424,310004379,เบียร์ช้างคลาสสิกขวด 620 ซีซี. 4.8ดีกรี S12,15,กล่อง,0,ขวด,0,0,,,15/05/2025,10:07,NORMAL,WAREHOUSE_TO_CUSTOMER,1000039,บจก.ทิพย์ชโลธร สำนักงานใหญ่,90811,คลังภูเก็ต,0005018950,แม็คโคร สาขาป่าตอง,75,2,30,DELIVERY_COMPLETED,,SAP,14/05/2025,12:30,MT,,15/05/2025,15:00,13/05/2025,17:05:00,,,,,,,
TO2505140132,OS-SAP001-2505132781,5417258367,79960424,310004121,เบียร์ช้างคลาสสิกขวด 620 ซีซี. S15,2,กล่อง,0,ขวด,0,0,,,15/05/2025,10:07,NORMAL,WAREHOUSE_TO_CUSTOMER,1000039,บจก.ทิพย์ชโลธร สำนักงานใหญ่,90811,คลังภูเก็ต,0005018950,แม็คโคร สาขาป่าตอง,65,0,30,DELIVERY_COMPLETED,,SAP,14/05/2025,12:30,MT,,15/05/2025,15:00,13/05/2025,17:05:00,,,,,,,
TO2505140132,OS-SAP001-2505132781,5417258367,79960424,310004133,เบียร์ช้างคลาสสิก Can 490 ซีซี. S15,4,แพ็ค,0,กระป๋อง,0,0,,,15/05/2025,10:07,NORMAL,WAREHOUSE_TO_CUSTOMER,1000039,บจก.ทิพย์ชโลธร สำนักงานใหญ่,90811,คลังภูเก็ต,0005018950,แม็คโคร สาขาป่าตอง,112,0,60,DELIVERY_COMPLETED,,SAP,14/05/2025,12:30,MT,,15/05/2025,15:00,13/05/2025,17:05:00,,,,,,,
TO2505140133,OS-SAP001-2505132757,5417258318,79958066,310002511,โซดาช้าง 325 cc.,1,แพ็ค,0,ขวด,0,0,,,15/05/2025,10:07,NORMAL,WAREHOUSE_TO_CUSTOMER,1000039,บจก.ทิพย์ชโลธร สำนักงานใหญ่,90811,คลังภูเก็ต,0005018950,แม็คโคร สาขาป่าตอง,70,0,24,DELIVERY_COMPLETED,,SAP,14/05/2025,12:30,MT,,15/05/2025,15:00,13/05/2025,17:05:00,,,,,,,
TO2505140134,OS-SAP001-2505132140,5617948111,79952865,310002513,โซดา ร็อค เมาเท็น 325 cc.,7,แพ็ค,0,ขวด,0,0,,,15/05/2025,10:07,NORMAL,WAREHOUSE_TO_CUSTOMER,1000436,โมเดิร์นเทรด แมนเนจเม้นท์,90811,คลังภูเก็ต,0005018950,แม็คโคร สาขาป่าตอง,70,2,28,DELIVERY_COMPLETED,,SAP,14/05/2025,12:30,MT,,15/05/2025,15:00,13/05/2025,15:10:02,,,,,,,
TO2505140134,OS-SAP001-2505132140,5617948111,79952865,310002514,โซดา ร็อค เมาเท็น 325 cc. Pack 6,1,แพ็ค,0,ขวด,0,0,,,15/05/2025,10:07,NORMAL,WAREHOUSE_TO_CUSTOMER,1000436,โมเดิร์นเทรด แมนเนจเม้นท์,90811,คลังภูเก็ต,0005018950,แม็คโคร สาขาป่าตอง,70,0,24,DELIVERY_COMPLETED,,SAP,14/05/2025,12:30,MT,,15/05/2025,15:00,13/05/2025,15:10:02,,,,,,,
TO2505140135,OS-SAP001-2505131972,5617948081,79946769,316640011,สุราพิเศษ คูลอฟ วอดก้า 40 ดีกรี 1000 มล.,1,โหล,0,ขวด,0,0,,,15/05/2025,10:07,NORMAL,WAREHOUSE_TO_CUSTOMER,1000436,โมเดิร์นเทรด แมนเนจเม้นท์,90811,คลังภูเก็ต,0005019004,แม็คโคร สาขากะรน,48,0,12,DELIVERY_COMPLETED,,SAP,14/05/2025,12:31,MT,,15/05/2025,15:00,13/05/2025,15:10:02,,,,,,,
TO2505140136,OS-SAP001-2505132758,5417258319,79958067,310002511,โซดาช้าง 325 cc.,11,แพ็ค,0,ขวด,0,0,,,15/05/2025,15:37,NORMAL,WAREHOUSE_TO_CUSTOMER,1000039,บจก.ทิพย์ชโลธร สำนักงานใหญ่,90811,คลังภูเก็ต,0005018964,แม็คโคร สาขาถลาง,70,3,54,DELIVERY_COMPLETED,,SAP,14/05/2025,12:32,MT,,15/05/2025,15:00,13/05/2025,17:05:00,,,,,,,
TO2505140137,OS-SAP001-2505132175,5617947993,79946722,313235727,BLEND 285 35 ดีกรี 700 มล.New Package,1,โหล,0,ขวด,0,0,,,15/05/2025,15:37,NORMAL,WAREHOUSE_TO_CUSTOMER,1000436,โมเดิร์นเทรด แมนเนจเม้นท์,90811,คลังภูเก็ต,0005018964,แม็คโคร สาขาถลาง,60,0,12,DELIVERY_COMPLETED,,SAP,14/05/2025,12:32,MT,,15/05/2025,15:00,13/05/2025,15:10:02,,,,,,,
TO2505140137,OS-SAP001-2505132175,5617947993,79946722,Z31103501027,หงส์ทอง 35 ดีกรี 1000 มล. (บางยี่ขัน),5,โหล,0,ขวด,0,0,,,15/05/2025,15:37,NORMAL,WAREHOUSE_TO_CUSTOMER,1000436,โมเดิร์นเทรด แมนเนจเม้นท์,90811,คลังภูเก็ต,0005018964,แม็คโคร สาขาถลาง,44,1,16,DELIVERY_COMPLETED,,SAP,14/05/2025,12:32,MT,,15/05/2025,15:00,13/05/2025,15:10:02,,,,,,,
TO2505140138,OS-SAP001-2505132786,5417258370,79960427,310004131,เบียร์ช้างคลาสสิก Can 320 ซีซี. P6,3,แพ็ค,0,กระป๋อง,0,0,,,15/05/2025,15:37,NORMAL,WAREHOUSE_TO_CUSTOMER,1000039,บจก.ทิพย์ชโลธร สำนักงานใหญ่,90811,คลังภูเก็ต,0005018964,แม็คโคร สาขาถลาง,100,0,72,DELIVERY_COMPLETED,,SAP,14/05/2025,12:32,MT,,15/05/2025,15:00,13/05/2025,17:05:00,,,,,,,
TO2505140138,OS-SAP001-2505132786,5417258370,79960427,310004379,เบียร์ช้างคลาสสิกขวด 620 ซีซี. 4.8ดีกรี S12,168,กล่อง,0,ขวด,0,0,,,15/05/2025,15:37,NORMAL,WAREHOUSE_TO_CUSTOMER,1000039,บจก.ทิพย์ชโลธร สำนักงานใหญ่,90811,คลังภูเก็ต,0005018964,แม็คโคร สาขาถลาง,75,26,66,DELIVERY_COMPLETED,,SAP,14/05/2025,12:32,MT,,15/05/2025,15:00,13/05/2025,17:05:00,,,,,,,
TO2505140138,OS-SAP001-2505132786,5417258370,79960427,310004128,เบียร์ช้างคลาสสิก Can 320 ซีซี. S24,10,แพ็ค,0,กระป๋อง,0,0,,,15/05/2025,15:37,NORMAL,WAREHOUSE_TO_CUSTOMER,1000039,บจก.ทิพย์ชโลธร สำนักงานใหญ่,90811,คลังภูเก็ต,0005018964,แม็คโคร สาขาถลาง,120,2,0,DELIVERY_COMPLETED,,SAP,14/05/2025,12:32,MT,,15/05/2025,15:00,13/05/2025,17:05:00,,,,,,,
TO2505140138,OS-SAP001-2505132786,5417258370,79960427,310004133,เบียร์ช้างคลาสสิก Can 490 ซีซี. S15,30,แพ็ค,0,กระป๋อง,0,0,,,15/05/2025,15:37,NORMAL,WAREHOUSE_TO_CUSTOMER,1000039,บจก.ทิพย์ชโลธร สำนักงานใหญ่,90811,คลังภูเก็ต,0005018964,แม็คโคร สาขาถลาง,112,4,2,DELIVERY_COMPLETED,,SAP,14/05/2025,12:32,MT,,15/05/2025,15:00,13/05/2025,17:05:00,,,,,,,
TO2505140138,OS-SAP001-2505132786,5417258370,79960427,310004135,เบียร์ช้างคลาสสิก Can 490 ซีซี. P6,6,แพ็ค,0,กระป๋อง,0,0,,,15/05/2025,15:37,NORMAL,WAREHOUSE_TO_CUSTOMER,1000039,บจก.ทิพย์ชโลธร สำนักงานใหญ่,90811,คลังภูเก็ต,0005018964,แม็คโคร สาขาถลาง,179,0,72,DELIVERY_COMPLETED,,SAP,14/05/2025,12:32,MT,,15/05/2025,15:00,13/05/2025,17:05:00,,,,,,,
TO2505140139,OS-OMSAP-2505140624,CV08-TG6805-0648,,310003711,จับใจ สมุนไพรสูตรจับเลี้ยง 350 มล. LS2,15,กล่อง,0,ขวด,0,0,,,15/05/2025,16:42,NORMAL,WAREHOUSE_TO_CUSTOMER,1006495,บริษัท แคชแวน แมนเนจเม้นท์. จำกัด,7586,ศูนย์กระจายสินค้าภูมิภาค ทุ่งสง,4608G016,CV เมืองพัทลุง-G,72,5,0,DELIVERY_COMPLETED,,OMSAP,14/05/2025,12:47,CV,A,15/05/2025,12:00,14/05/2025,10:45:43,,,,,,,
TO2505140139,OS-OMSAP-2505140624,CV08-TG6805-0648,,310003572,โออิชิ กรีนที เคียวโฮพลัสซี 350 กรัม ,72,กล่อง,0,ขวด,0,0,,,15/05/2025,16:42,NORMAL,WAREHOUSE_TO_CUSTOMER,1006495,บริษัท แคชแวน แมนเนจเม้นท์. จำกัด,7586,ศูนย์กระจายสินค้าภูมิภาค ทุ่งสง,4608G016,CV เมืองพัทลุง-G,72,24,0,DELIVERY_COMPLETED,,OMSAP,14/05/2025,12:47,CV,A,15/05/2025,12:00,14/05/2025,10:45:43,,,,,,,
TO2505140139,OS-OMSAP-2505140624,CV08-TG6805-0648,,310004379,เบียร์ช้างคลาสสิกขวด 620 ซีซี. 4.8ดีกรี S12,600,กล่อง,0,ขวด,0,0,,,15/05/2025,16:42,NORMAL,WAREHOUSE_TO_CUSTOMER,1006495,บริษัท แคชแวน แมนเนจเม้นท์. จำกัด,7586,ศูนย์กระจายสินค้าภูมิภาค ทุ่งสง,4608G016,CV เมืองพัทลุง-G,75,96,0,DELIVERY_COMPLETED,,OMSAP,14/05/2025,12:47,CV,A,15/05/2025,12:00,14/05/2025,10:45:43,,,,,,,
TO2505140139,OS-OMSAP-2505140624,CV08-TG6805-0648,,310004133,เบียร์ช้างคลาสสิก Can 490 ซีซี. S15,100,แพ็ค,0,กระป๋อง,0,0,,,15/05/2025,16:42,NORMAL,WAREHOUSE_TO_CUSTOMER,1006495,บริษัท แคชแวน แมนเนจเม้นท์. จำกัด,7586,ศูนย์กระจายสินค้าภูมิภาค ทุ่งสง,4608G016,CV เมืองพัทลุง-G,112,13,44,DELIVERY_COMPLETED,,OMSAP,14/05/2025,12:47,CV,A,15/05/2025,12:00,14/05/2025,10:45:43,,,,,,,
TO2505140139,OS-OMSAP-2505140624,CV08-TG6805-0648,,311328175,เสือดำ 28 ดีกรี 175 มล.,10,โหล,0,ขวด,0,0,,,15/05/2025,16:42,NORMAL,WAREHOUSE_TO_CUSTOMER,1006495,บริษัท แคชแวน แมนเนจเม้นท์. จำกัด,7586,ศูนย์กระจายสินค้าภูมิภาค ทุ่งสง,4608G016,CV เมืองพัทลุง-G,120,1,0,DELIVERY_COMPLETED,,OMSAP,14/05/2025,12:47,CV,A,15/05/2025,12:00,14/05/2025,10:45:43,,,,,,,
TO2505140139,OS-OMSAP-2505140624,CV08-TG6805-0648,,Z31063533035,สุราขาวตรารวงข้าว 35 ดีกรี 330 ml,120,โหล,0,ขวด,0,0,,,15/05/2025,16:42,NORMAL,WAREHOUSE_TO_CUSTOMER,1006495,บริษัท แคชแวน แมนเนจเม้นท์. จำกัด,7586,ศูนย์กระจายสินค้าภูมิภาค ทุ่งสง,4608G016,CV เมืองพัทลุง-G,140,10,40,DELIVERY_COMPLETED,,OMSAP,14/05/2025,12:47,CV,A,15/05/2025,12:00,14/05/2025,10:45:43,,,,,,,
TO2505140139,OS-OMSAP-2505140624,CV08-TG6805-0648,,310004128,เบียร์ช้างคลาสสิก Can 320 ซีซี. S24,50,แพ็ค,0,กระป๋อง,0,0,,,15/05/2025,16:42,NORMAL,WAREHOUSE_TO_CUSTOMER,1006495,บริษัท แคชแวน แมนเนจเม้นท์. จำกัด,7586,ศูนย์กระจายสินค้าภูมิภาค ทุ่งสง,4608G016,CV เมืองพัทลุง-G,120,10,0,DELIVERY_COMPLETED,,OMSAP,14/05/2025,12:47,CV,A,15/05/2025,12:00,14/05/2025,10:45:43,,,,,,,
TO2505140139,OS-OMSAP-2505140624,CV08-TG6805-0648,,Z31103535027,หงส์ทอง 35 ดีกรี 350 ml (บางยี่ขัน),100,โหล,0,ขวด,0,0,,,15/05/2025,16:42,NORMAL,WAREHOUSE_TO_CUSTOMER,1006495,บริษัท แคชแวน แมนเนจเม้นท์. จำกัด,7586,ศูนย์กระจายสินค้าภูมิภาค ทุ่งสง,4608G016,CV เมืองพัทลุง-G,120,10,0,DELIVERY_COMPLETED,,OMSAP,14/05/2025,12:47,CV,A,15/05/2025,12:00,14/05/2025,10:45:43,,,,,,,
TO2505140139,OS-OMSAP-2505140624,CV08-TG6805-0648,,Z31023533432,นิยมไทย 35 ดีกรี 330 มล. ข้าวหอม(รง.กระทิงแดง),30,โหล,0,ขวด,0,0,,,15/05/2025,16:42,NORMAL,WAREHOUSE_TO_CUSTOMER,1006495,บริษัท แคชแวน แมนเนจเม้นท์. จำกัด,7586,ศูนย์กระจายสินค้าภูมิภาค ทุ่งสง,4608G016,CV เมืองพัทลุง-G,133,2,94,DELIVERY_COMPLETED,,OMSAP,14/05/2025,12:47,CV,A,15/05/2025,12:00,14/05/2025,10:45:43,,,,,,,
TO2505140139,OS-OMSAP-2505140624,CV08-TG6805-0648,,310002953,โออิชิ กรีนที รสน้ำผึ้งผสมมะนาว 180 มล.Pack 4 ,10,กล่อง,0,ชิ้น,0,0,,,15/05/2025,16:42,NORMAL,WAREHOUSE_TO_CUSTOMER,1006495,บริษัท แคชแวน แมนเนจเม้นท์. จำกัด,7586,ศูนย์กระจายสินค้าภูมิภาค ทุ่งสง,4608G016,CV เมืองพัทลุง-G,88,4,8,DELIVERY_COMPLETED,,OMSAP,14/05/2025,12:47,CV,A,15/05/2025,12:00,14/05/2025,10:45:43,,,,,,,
TO2505140139,OS-OMSAP-2505140624,CV08-TG6805-0648,,310004138,เบียร์ช้าง Cold Brew Lager ขวด 620 ซีซี. S12,10,กล่อง,0,ขวด,0,0,,,15/05/2025,16:42,NORMAL,WAREHOUSE_TO_CUSTOMER,1006495,บริษัท แคชแวน แมนเนจเม้นท์. จำกัด,7586,ศูนย์กระจายสินค้าภูมิภาค ทุ่งสง,4608G016,CV เมืองพัทลุง-G,75,1,45,DELIVERY_COMPLETED,,OMSAP,14/05/2025,12:47,CV,A,15/05/2025,12:00,14/05/2025,10:45:43,,,,,,,
TO2505140139,OS-OMSAP-2505140624,CV08-TG6805-0648,,Z31103570127,หงส์ทอง 35 ดีกรี 700 ml (บางยี่ขัน),105,โหล,0,ขวด,0,0,,,15/05/2025,16:42,NORMAL,WAREHOUSE_TO_CUSTOMER,1006495,บริษัท แคชแวน แมนเนจเม้นท์. จำกัด,7586,ศูนย์กระจายสินค้าภูมิภาค ทุ่งสง,4608G016,CV เมืองพัทลุง-G,60,21,0,DELIVERY_COMPLETED,,OMSAP,14/05/2025,12:47,CV,A,15/05/2025,12:00,14/05/2025,10:45:43,,,,,,,
TO2505140140,OS-OMSAP-2505140855,CV08-TG6805-0671,,310003079,โออิชิ กรีนที  กลิ่นองุ่นเคียวโฮ 180 มล.Pack 4,8,กล่อง,0,ชิ้น,0,0,,,15/05/2025,16:42,NORMAL,WAREHOUSE_TO_CUSTOMER,1006495,บริษัท แคชแวน แมนเนจเม้นท์. จำกัด,7586,ศูนย์กระจายสินค้าภูมิภาค ทุ่งสง,4608G016,CV เมืองพัทลุง-G,88,3,24,DELIVERY_COMPLETED,,OMSAP,14/05/2025,12:48,CV,B,15/05/2025,12:00,14/05/2025,11:23:15,,,,,,,
TO2505140141,OS-OMSAP-2505140622,CV08-TG6805-0646,,313235346,BLEND 285 35 ดีกรี 345 มล.New Package,5,โหล,0,ขวด,0,0,,,15/05/2025,16:42,NORMAL,WAREHOUSE_TO_CUSTOMER,1006495,บริษัท แคชแวน แมนเนจเม้นท์. จำกัด,7586,ศูนย์กระจายสินค้าภูมิภาค ทุ่งสง,4608G016,CV เมืองพัทลุง-G,95,0,60,DELIVERY_COMPLETED,,OMSAP,14/05/2025,12:48,CV,C,15/05/2025,12:00,14/05/2025,10:45:29,,,,,,,
TO2505140141,OS-OMSAP-2505140622,CV08-TG6805-0646,,310004851,ไอซ์เลมอนที รสเลมอน  350มล 1x4x6,20,กล่อง,0,ขวด,0,0,,,15/05/2025,16:42,NORMAL,WAREHOUSE_TO_CUSTOMER,1006495,บริษัท แคชแวน แมนเนจเม้นท์. จำกัด,7586,ศูนย์กระจายสินค้าภูมิภาค ทุ่งสง,4608G016,CV เมืองพัทลุง-G,72,6,48,DELIVERY_COMPLETED,,OMSAP,14/05/2025,12:48,CV,C,15/05/2025,12:00,14/05/2025,10:45:29,,,,,,,
TO2505140142,OS-OMSAP-2505140623,CV08-TG6805-0647,,310002646,โออิชิ กรีนที รสต้นตำรับ 350 มล.Pack6,10,กล่อง,0,ขวด,0,0,,,15/05/2025,16:42,NORMAL,WAREHOUSE_TO_CUSTOMER,1006495,บริษัท แคชแวน แมนเนจเม้นท์. จำกัด,7586,ศูนย์กระจายสินค้าภูมิภาค ทุ่งสง,4608G016,CV เมืองพัทลุง-G,72,3,24,DELIVERY_COMPLETED,,OMSAP,14/05/2025,12:48,CV,B,15/05/2025,12:00,14/05/2025,10:45:36,,,,,,,
TO2505140142,OS-OMSAP-2505140623,CV08-TG6805-0647,,313235729,BLEND 285 Signature 35 ดีกรี 700 มล.New Package,3,โหล,0,ขวด,0,0,,,15/05/2025,16:42,NORMAL,WAREHOUSE_TO_CUSTOMER,1006495,บริษัท แคชแวน แมนเนจเม้นท์. จำกัด,7586,ศูนย์กระจายสินค้าภูมิภาค ทุ่งสง,4608G016,CV เมืองพัทลุง-G,48,0,36,DELIVERY_COMPLETED,,OMSAP,14/05/2025,12:48,CV,B,15/05/2025,12:00,14/05/2025,10:45:36,,,,,,,
TO2505140142,OS-OMSAP-2505140623,CV08-TG6805-0647,,310002644,โออิชิ กรีนที รสข้าวญี่ปุ่น 350 มล.Pack6,15,กล่อง,0,ขวด,0,0,,,15/05/2025,16:42,NORMAL,WAREHOUSE_TO_CUSTOMER,1006495,บริษัท แคชแวน แมนเนจเม้นท์. จำกัด,7586,ศูนย์กระจายสินค้าภูมิภาค ทุ่งสง,4608G016,CV เมืองพัทลุง-G,72,5,0,DELIVERY_COMPLETED,,OMSAP,14/05/2025,12:48,CV,B,15/05/2025,12:00,14/05/2025,10:45:36,,,,,,,
TO2505140142,OS-OMSAP-2505140623,CV08-TG6805-0647,,310003079,โออิชิ กรีนที  กลิ่นองุ่นเคียวโฮ 180 มล.Pack 4,5,กล่อง,0,ชิ้น,0,0,,,15/05/2025,16:42,NORMAL,WAREHOUSE_TO_CUSTOMER,1006495,บริษัท แคชแวน แมนเนจเม้นท์. จำกัด,7586,ศูนย์กระจายสินค้าภูมิภาค ทุ่งสง,4608G016,CV เมืองพัทลุง-G,88,2,4,DELIVERY_COMPLETED,,OMSAP,14/05/2025,12:48,CV,B,15/05/2025,12:00,14/05/2025,10:45:36,,,,,,,
TO2505140142,OS-OMSAP-2505140623,CV08-TG6805-0647,,310002641,โออิชิ กรีนที รสน้ำผึ้งผสมมะนาว 350 มล.,100,กล่อง,0,ขวด,0,0,,,15/05/2025,16:42,NORMAL,WAREHOUSE_TO_CUSTOMER,1006495,บริษัท แคชแวน แมนเนจเม้นท์. จำกัด,7586,ศูนย์กระจายสินค้าภูมิภาค ทุ่งสง,4608G016,CV เมืองพัทลุง-G,72,33,24,DELIVERY_COMPLETED,,OMSAP,14/05/2025,12:48,CV,B,15/05/2025,12:00,14/05/2025,10:45:36,,,,,,,
TO2505140142,OS-OMSAP-2505140623,CV08-TG6805-0647,,Z31123533035,เชี่ยงชุน 35 ดีกรี 330 ml (นทีชัย),14,โหล,0,ขวด,0,0,,,15/05/2025,16:42,NORMAL,WAREHOUSE_TO_CUSTOMER,1006495,บริษัท แคชแวน แมนเนจเม้นท์. จำกัด,7586,ศูนย์กระจายสินค้าภูมิภาค ทุ่งสง,4608G016,CV เมืองพัทลุง-G,140,1,28,DELIVERY_COMPLETED,,OMSAP,14/05/2025,12:48,CV,B,15/05/2025,12:00,14/05/2025,10:45:36,,,,,,,
TO2505140143,OS-OMSAP-2505090809,CV08-TG6805-0464,,ZS719402,น้ำคริสตัล 350 ซีซี.,100,ลัง,0,ขวด,0,0,,,15/05/2025,16:42,NORMAL,WAREHOUSE_TO_CUSTOMER,1006495,บริษัท แคชแวน แมนเนจเม้นท์. จำกัด,7586,ศูนย์กระจายสินค้าภูมิภาค ทุ่งสง,4608G016,CV เมืองพัทลุง-G,17,70,10,DELIVERY_COMPLETED,,OMSAP,14/05/2025,12:48,CV,C,15/05/2025,12:00,09/05/2025,11:29:41,,,,,,,
TO2505140143,OS-OMSAP-2505090809,CV08-TG6805-0464,,ZS712106,est cola 1.6Ltr 12NR,10,ลัง,0,ขวด,0,0,,,15/05/2025,16:42,NORMAL,WAREHOUSE_TO_CUSTOMER,1006495,บริษัท แคชแวน แมนเนจเม้นท์. จำกัด,7586,ศูนย์กระจายสินค้าภูมิภาค ทุ่งสง,4608G016,CV เมืองพัทลุง-G,3,40,0,DELIVERY_COMPLETED,,OMSAP,14/05/2025,12:48,CV,C,15/05/2025,12:00,09/05/2025,11:29:41,,,,,,,
TO2505140143,OS-OMSAP-2505090809,CV08-TG6805-0464,,ZS725402,น้ำดื่มคริสตัล 600cc 12NR,200,ลัง,0,ขวด,0,0,,,15/05/2025,16:42,NORMAL,WAREHOUSE_TO_CUSTOMER,1006495,บริษัท แคชแวน แมนเนจเม้นท์. จำกัด,7586,ศูนย์กระจายสินค้าภูมิภาค ทุ่งสง,4608G016,CV เมืองพัทลุง-G,10,240,0,DELIVERY_COMPLETED,,OMSAP,14/05/2025,12:48,CV,C,15/05/2025,12:00,09/05/2025,11:29:41,,,,,,,
TO2505140143,OS-OMSAP-2505090809,CV08-TG6805-0464,,ZS706125,เอส เพลย์ ซอลตี้ลิ้นจี่ พลัสวิตามินบี 1 ลิตร,3,ลัง,0,ขวด,0,0,,,15/05/2025,16:42,NORMAL,WAREHOUSE_TO_CUSTOMER,1006495,บริษัท แคชแวน แมนเนจเม้นท์. จำกัด,7586,ศูนย์กระจายสินค้าภูมิภาค ทุ่งสง,4608G016,CV เมืองพัทลุง-G,6,6,0,DELIVERY_COMPLETED,,OMSAP,14/05/2025,12:48,CV,C,15/05/2025,12:00,09/05/2025,11:29:41,,,,,,,
TO2505140143,OS-OMSAP-2505090809,CV08-TG6805-0464,,ZS712118,เอส เพลย์ กามิกาเซ่ 1.6 ลิตร,3,ลัง,0,ขวด,0,0,,,15/05/2025,16:42,NORMAL,WAREHOUSE_TO_CUSTOMER,1006495,บริษัท แคชแวน แมนเนจเม้นท์. จำกัด,7586,ศูนย์กระจายสินค้าภูมิภาค ทุ่งสง,4608G016,CV เมืองพัทลุง-G,3,12,0,DELIVERY_COMPLETED,,OMSAP,14/05/2025,12:48,CV,C,15/05/2025,12:00,09/05/2025,11:29:41,,,,,,,
TO2505140144,OS-OMSAP-2505140638,CV08-TG6805-0661,,318238700,สุราบรั่นดีเมอริเดียน 38 ดีกรี 700 ml,5,โหล,0,ขวด,0,0,,,15/05/2025,16:42,NORMAL,WAREHOUSE_TO_CUSTOMER,1006495,บริษัท แคชแวน แมนเนจเม้นท์. จำกัด,7586,ศูนย์กระจายสินค้าภูมิภาค ทุ่งสง,4608G016,CV เมืองพัทลุง-G,50,1,10,DELIVERY_COMPLETED,,OMSAP,14/05/2025,12:48,CV,B,15/05/2025,12:00,14/05/2025,10:47:27,,,,,,,
TO2505140145,OS-OMSAP-2505140641,CV08-TG6805-0662,,310003155,โออิชิ กรีนที รสแตงโม 350 มล. Pack6,20,กล่อง,0,ขวด,0,0,,,15/05/2025,16:42,NORMAL,WAREHOUSE_TO_CUSTOMER,1006495,บริษัท แคชแวน แมนเนจเม้นท์. จำกัด,7586,ศูนย์กระจายสินค้าภูมิภาค ทุ่งสง,4608G016,CV เมืองพัทลุง-G,72,6,48,DELIVERY_COMPLETED,,OMSAP,14/05/2025,12:48,CV,A,15/05/2025,12:00,14/05/2025,10:47:35,,,,,,,
TO2505140146,OS-OMSAP-2505140852,CV08-TG6805-0672,,310002953,โออิชิ กรีนที รสน้ำผึ้งผสมมะนาว 180 มล.Pack 4 ,20,กล่อง,0,ชิ้น,0,0,,,15/05/2025,16:42,NORMAL,WAREHOUSE_TO_CUSTOMER,1006495,บริษัท แคชแวน แมนเนจเม้นท์. จำกัด,7586,ศูนย์กระจายสินค้าภูมิภาค ทุ่งสง,4608G016,CV เมืองพัทลุง-G,88,8,16,DELIVERY_COMPLETED,,OMSAP,14/05/2025,12:48,CV,A,15/05/2025,12:00,14/05/2025,11:24:15,,,,,,,
TO2505140147,OS-OMSAP-2505140587,CV08-TG6805-0642,,318238700,สุราบรั่นดีเมอริเดียน 38 ดีกรี 700 ml,3,โหล,0,ขวด,0,0,,,15/05/2025,09:35,NORMAL,WAREHOUSE_TO_CUSTOMER,1006495,บริษัท แคชแวน แมนเนจเม้นท์. จำกัด,7586,ศูนย์กระจายสินค้าภูมิภาค ทุ่งสง,4608G017,CV เมืองตรัง-G,50,0,36,DELIVERY_COMPLETED,,OMSAP,14/05/2025,12:51,CV,B,15/05/2025,12:00,14/05/2025,10:45:01,,,,,,,
TO2505140148,OS-OMSAP-2505140555,CV08-TG6805-0641,,310002928,เบียร์เฟเดอร์บรอย 4.8 ดีกรี 490 ซีซี. Can,5,แพ็ค,0,กระป๋อง,0,0,,,15/05/2025,09:35,NORMAL,WAREHOUSE_TO_CUSTOMER,1006495,บริษัท แคชแวน แมนเนจเม้นท์. จำกัด,7586,ศูนย์กระจายสินค้าภูมิภาค ทุ่งสง,4608G017,CV เมืองตรัง-G,126,0,60,DELIVERY_COMPLETED,,OMSAP,14/05/2025,12:51,CV,B,15/05/2025,12:00,14/05/2025,10:44:53,,,,,,,
TO2505140149,OS-OMSAP-2505140586,CV08-TG6805-0635,,310004141,เบียร์ช้าง Cold Brew Lager Can 490 ซีซี. S12,5,แพ็ค,0,กระป๋อง,0,0,,,15/05/2025,09:35,NORMAL,WAREHOUSE_TO_CUSTOMER,1006495,บริษัท แคชแวน แมนเนจเม้นท์. จำกัด,7586,ศูนย์กระจายสินค้าภูมิภาค ทุ่งสง,4608G017,CV เมืองตรัง-G,144,0,60,DELIVERY_COMPLETED,,OMSAP,14/05/2025,12:51,CV,B,15/05/2025,12:00,14/05/2025,10:44:05,,,,,,,
TO2505140149,OS-OMSAP-2505140586,CV08-TG6805-0635,,315440302,แสงโสมเหรียญทอง 300 มล.โฉมใหม่,2,โหล,0,ขวด,0,0,,,15/05/2025,09:35,NORMAL,WAREHOUSE_TO_CUSTOMER,1006495,บริษัท แคชแวน แมนเนจเม้นท์. จำกัด,7586,ศูนย์กระจายสินค้าภูมิภาค ทุ่งสง,4608G017,CV เมืองตรัง-G,140,0,24,DELIVERY_COMPLETED,,OMSAP,14/05/2025,12:51,CV,B,15/05/2025,12:00,14/05/2025,10:44:05,,,,,,,
